Plot	Longitude	Latitude	CR_CAN 	CR_LP	Elevation	INTRA_VAR	INTER_VAR	MAT	MAP	RSI	ASR	Easterness	Age 	Macro	Northerness	Slope	TCI	SR	nSIE	nAE	pSIE	pAE
AC001	221103.5	3190788.6	203	203	778.4	1.26	0.3	16.34	785.65	0.727	1369270	0.869	1.08	0.365	0.495	16.1	1.26	21	3	6	14.3	28.6
AC002	221403.5	3192188.6	215	215	447.3	1.23	0.3	17.84	572.6	0.739	1229380	0.933	1.08	0.345	-0.360	22.3	1.14	19	4	11	21.1	57.9
AC003	221803.5	3192688.6	562	562	292.1	1.2	0.31	18.65	469.18	0.716	1397700	0.044	0.78	0.355	0.999	16.8	1.28	25	4	14	16.0	56.0
AC005	222103.5	3192888.6	302	302	61	1.24	0.32	19.53	372.36	0.760	1008530	0.631	0.78	0.335	0.776	22.3	1.48	21	5	13	23.8	61.9
AC006	222003.5	3192688.6	302	302	142.4	1.22	0.32	19.27	408.47	0.729	1170220	-0.143	0.78	0.342	0.990	35.6	1.78	23	4	13	17.4	56.5
AC007	222403.5	3192988.6	232	232	121.1	1.2	0.31	19.3	414.71	0.764	1199280	0.697	0.78	0.308	-0.717	26.2	1.86	22	8	17	36.4	77.3
AC008	219003.5	3190688.6	186	186	825	1.3	0.31	16	790.72	0.712	1385990	0.974	1.08	0.403	0.228	13.5	1.14	24	3	6	12.5	25.0
AC009	219003.5	3190888.6	136	136	816.1	1.25	0.31	15.99	812.37	0.714	1398880	0.772	1.08	0.414	0.636	15.7	1.36	27	5	13	18.5	48.1
AC010	219303.5	3190788.6	149	149	746.7	1.23	0.31	16.38	738.66	0.702	1189530	0.407	0.78	0.431	0.914	34.6	1.41	46	8	18	17.4	39.1
AC011	219403.5	3190788.6	195	195	727.6	1.25	0.31	16.57	736.2	0.707	1242570	0.673	0.78	0.433	0.740	25.8	1.75	14	1	3	7.1	21.4
AC012	219103.5	3190188.6	152	152	927.6	1.31	0.31	15.69	817.5	0.732	1420910	0.999	1.08	0.405	-0.042	13.6	1.13	20	2	2	10.0	10.0
AC013	219003.5	3191188.6	238	238	743.3	1.24	0.31	16.32	740.15	0.704	1334790	0.432	1.08	0.430	0.902	24.3	1.17	10	1	2	10.0	20.0
AC014	218903.5	3191388.6	236	236	753	1.24	0.31	16.36	779.8	0.697	1474750	-0.182	1.08	0.434	0.983	21.3	1.26	15	3	5	20.0	33.3
AC015	218203.5	3191688.6	183	183	720.7	1.2	0.31	16.64	635.83	0.733	985376	0.620	0.78	0.433	-0.785	44.3	1.63	12	0	2	0.0	16.7
AC016	219103.5	3191788.6	304	304	647	1.22	0.31	16.89	657.43	0.698	1491520	-0.710	1.08	0.438	0.705	30.5	1.13	14	1	5	7.1	35.7
AC017	219103.5	3192088.6	326	326	571.9	1.24	0.31	17.26	629.24	0.706	1289970	0.494	1.08	0.448	0.869	24.5	1.57	12	4	7	33.3	58.3
AC018	226703.5	3180588.6	95	95	1273.3	1.39	0.34	13.66	1279.8	0.698	1633080	-0.966	1.08	0.316	-0.257	35.9	1.07	6	0	2	0.0	33.3
AC019	225703.5	3181088.6	51	51	1498.3	1.37	0.35	12.65	1261.24	0.696	1386230	0.240	1.08	0.413	0.971	30.0	1.25	17	3	10	17.6	58.8
AC020	223003.5	3183688.6	33	33	2185.6	1.37	0.39	9.56	990.9	0.798	1596100	0.980	1.08	0.256	-0.201	15.0	1.16	5	2	5	40.0	100.0
AC021	217703.5	3185188.6	51	45	2172.4	1.38	0.39	9.75	825.39	0.827	1737600	0.947	1.08	-0.059	-0.321	4.9	1.03	4	2	4	50.0	100.0
AC022	225803.5	3189588.6	183	183	808.1	1.3	0.26	15.97	973.46	0.694	1407890	0.875	1.08	0.437	0.483	13.8	1.13	19	2	6	10.5	31.6
AC023	225503.5	3189088.6	203	203	808.2	1.23	0.27	15.86	967.34	0.689	1348960	-0.010	0.78	0.427	1.000	31.5	1.40	25	3	8	12.0	32.0
AC024	225503.5	3188888.6	229	229	744.8	1.25	0.27	15.95	901.41	0.687	1464560	-0.803	0.78	0.433	0.596	14.0	1.29	21	4	9	19.0	42.9
AC027	208903.5	3182988.6	2061	372	476.7	1.63	0.31	17.48	386.7	0.772	1426040	-0.271	1.08	-0.799	-0.963	20.6	1.14	12	1	8	8.3	66.7
AC029	208403.5	3182788.6	5311	74	345.1	1.49	0.32	18.24	316.19	0.782	1385820	0.082	1.08	-0.822	-0.997	19.9	1.21	13	3	8	23.1	61.5
AC030	228803.5	3184688.6	178	178	671	1.34	0.3	16.79	919.86	0.703	984542	0.875	0.78	0.605	-0.485	36.8	1.70	28	3	14	10.7	50.0
AC031	228803.5	3184888.6	236	236	538	1.34	0.3	17.09	830.13	0.698	1113980	0.990	0.78	0.605	-0.139	22.0	1.40	21	0	5	0.0	23.8
AC032	228903.5	3184788.6	161	161	672.7	1.35	0.3	16.63	887.37	0.682	932673	0.994	0.78	0.606	-0.111	38.9	1.56	18	3	9	16.7	50.0
CA002	222703.5	3168388.6	53	53	1481	1.53	0.37	12.82	928.95	0.771	1527790	0.936	0.126	0.221	-0.352	12.3	1.02	5	1	4	20.0	80.0
CA003	222003.5	3165988.6	119	50	1684	1.59	0.36	11.79	886.17	0.790	1561760	-0.110	0.126	-0.120	-0.994	27.9	1.07	4	1	4	25.0	100.0
CA004	222503.5	3165688.6	19	19	1836	1.51	0.38	11.21	865.83	0.801	1621420	0.920	0.126	0.064	-0.392	10.1	1.03	4	2	4	50.0	100.0
CA007	222303.5	3164388.6	143	64	1824.2	1.48	0.37	11.23	848.27	0.810	1577960	0.764	0.0005	-0.112	-0.645	14.2	1.13	10	4	10	40.0	100.0
CA009	222203.5	3163988.6	94	39	1848.1	1.55	0.36	11.1	786.57	0.807	1737400	-0.269	0.0005	-0.180	-0.963	6.8	1.09	3	0	3	0.0	100.0
CA010	222203.5	3163688.6	99	42	1877.6	1.46	0.36	10.84	757.68	0.814	1631890	0.117	0.126	-0.195	-0.993	19.6	1.17	2	0	2	0.0	100.0
CA011	222203.5	3163588.6	178	33	1860.3	1.49	0.36	10.87	797.6	0.810	1632110	-0.189	0.126	-0.195	-0.982	25.7	1.12	3	1	3	33.3	100.0
CA013	222603.5	3162588.6	143	64	1826.9	1.61	0.36	11.3	846.08	0.795	1736130	-0.973	0.126	-0.045	-0.230	1.3	1.02	3	1	3	33.3	100.0
CA014	222203.5	3161788.6	78	39	1677.3	1.58	0.34	11.94	828.99	0.791	1774240	-0.925	0.126	-0.182	-0.381	13.0	1.08	3	1	3	33.3	100.0
CA015	222203.5	3161288.6	76	28	1616.7	1.57	0.36	12.33	823.71	0.777	1604260	0.542	0.126	-0.164	0.841	10.8	1.02	5	2	5	40.0	100.0
CA016	222203.5	3160388.6	126	47	1568.7	1.51	0.35	12.63	771.78	0.774	1608510	0.537	0.0005	-0.130	0.843	10.2	1.14	2	1	2	50.0	100.0
CA018	221803.5	3159788.6	274	39	1449.6	1.55	0.32	13.02	767.87	0.787	1692970	-0.621	0.126	-0.279	-0.784	8.3	1.06	2	1	2	50.0	100.0
CA019	221803.5	3159688.6	115	39	1429.6	1.55	0.32	13.05	756.39	0.786	1708110	-0.774	0.126	-0.276	-0.633	10.7	1.02	3	1	3	33.3	100.0
CA020	222203.5	3158888.6	160	76	1259.6	1.49	0.33	14.09	720.39	0.746	1630070	-0.517	0.126	-0.090	0.856	20.9	1.11	1	0	1	0.0	100.0
CA021	222403.5	3158488.6	69	45	1213.4	1.49	0.33	14.24	751.73	0.762	1599810	0.887	0.126	-0.016	-0.462	2.3	1.00	1	0	1	0.0	100.0
CA022	222603.5	3157988.6	57	51	1164.1	1.46	0.33	14.45	718.02	0.735	1644370	-0.745	0.126	0.047	0.667	23.9	1.13	6	1	3	16.7	50.0
CA023	221803.5	3156488.6	210	109	879	1.55	0.32	15.72	563.52	0.747	1629150	-0.999	0.126	-0.244	0.049	10.7	1.06	1	0	1	0.0	100.0
CA024	221603.5	3156288.6	706	202	842.6	1.52	0.31	15.87	613.44	0.763	1586200	-0.586	0.126	-0.318	-0.810	13.4	1.06	16	2	7	12.5	43.8
CA025	221503.5	3156088.6	706	202	806.9	1.45	0.31	16.04	552.32	0.768	1502150	0.419	0.126	-0.351	-0.908	8.2	1.03	9	2	7	22.2	77.8
CA026	212103.5	3190388.6	280	154	581.6	1.3	0.3	17.03	508.82	0.762	1316930	0.956	1.08	-0.256	-0.294	16.3	1.10	21	1	3	4.8	14.3
CA027	212203.5	3190488.6	428	121	603.5	1.29	0.3	17.09	510.61	0.759	1368810	0.527	1.08	-0.246	-0.850	18.6	1.11	14	0	2	0.0	14.3
CA028	212103.5	3190188.6	280	154	651.2	1.29	0.31	16.93	561.26	0.761	1438600	0.943	1.08	-0.260	-0.334	8.9	1.15	10	0	2	0.0	20.0
CA029	212303.5	3190088.6	356	127	669.4	1.35	0.29	16.49	574.82	0.756	1424670	0.381	1.08	-0.248	-0.925	13.1	1.17	8	0	1	0.0	12.5
CA030	213103.5	3189888.6	518	169	818	1.39	0.29	16.09	647.53	0.759	1532690	-0.045	1.08	-0.213	-0.999	9.3	1.08	9	1	2	11.1	22.2
CA031	213903.5	3189688.6	158	108	926.6	1.33	0.31	15.6	703.04	0.754	1471790	0.923	1.08	-0.080	0.386	10.1	1.13	27	1	3	3.7	11.1
CA032	215003.5	3189388.6	48	48	1050.3	1.31	0.32	14.98	757.44	0.745	1489870	0.589	1.08	0.052	0.808	12.3	1.09	27	2	4	7.4	14.8
CA033	216403.5	3190388.6	95	95	986	1.29	0.31	15.21	831.11	0.744	1546430	-0.051	1.08	0.281	-0.999	13.6	1.01	15	1	2	6.7	13.3
CA034	216403.5	3190688.6	168	168	958.9	1.29	0.31	15.35	782.17	0.745	1509480	0.558	1.08	0.294	-0.830	10.0	1.00	15	3	5	20.0	33.3
CA035	217103.5	3191688.6	183	183	812.9	1.28	0.31	16.12	719.79	0.711	1536340	-0.194	1.08	0.428	0.981	10.4	1.06	38	2	4	5.3	10.5
CA036	217203.5	3191688.6	203	203	797.2	1.31	0.31	16.18	740.75	0.728	1519830	0.222	1.08	0.438	0.975	6.5	1.06	17	2	5	11.8	29.4
CA037	217503.5	3191688.6	238	238	750.7	1.22	0.31	16.01	723.86	0.696	1421310	-0.070	1.08	0.458	0.998	25.2	1.54	22	4	6	18.2	27.3
CA038	217403.5	3191488.6	161	161	821.8	1.25	0.31	16	739.69	0.699	1454660	0.312	1.08	0.437	0.950	16.4	1.16	17	2	3	11.8	17.6
CA039	217303.5	3191088.6	186	186	890.7	1.25	0.31	15.55	770.72	0.706	1440670	0.627	1.08	0.411	0.779	15.0	1.22	10	0	2	0.0	20.0
CA040	217403.5	3190988.6	186	186	898	1.23	0.31	15.87	791.62	0.702	1287920	0.456	1.08	0.403	0.890	29.6	1.28	15	0	3	0.0	20.0
CA041	217703.5	3191888.6	175	175	697.3	1.18	0.31	16.49	707.64	0.695	1418050	-0.653	1.08	0.456	0.757	37.6	1.73	13	1	2	7.7	15.4
CA042	217503.5	3191788.6	161	161	775.2	1.27	0.31	16.28	770.05	0.703	1561410	-0.572	1.08	0.464	0.820	15.6	1.14	12	2	6	16.7	50.0
CA043	224403.5	3159588.6	106	106	757.7	1.39	0.33	16.38	631.43	0.700	1397450	0.230	0.126	0.579	0.973	22.2	1.09	37	3	14	8.1	37.8
CA044	225403.5	3161188.6	279	279	643	1.36	0.34	17.11	553.57	0.698	1551830	-0.635	0.126	0.576	0.773	12.6	1.08	36	4	14	11.1	38.9
CA045	226603.5	3161888.6	304	304	576.1	1.39	0.34	17.46	576.6	0.701	1541140	-0.609	0.126	0.517	0.793	14.0	1.05	24	0	3	0.0	12.5
CA046	227503.5	3163188.6	423	423	459.8	1.38	0.35	17.74	575.52	0.700	1522000	-0.667	0.126	0.609	0.745	18.2	1.09	20	2	8	10.0	40.0
CA047	227003.5	3161788.6	271	271	485.4	1.38	0.35	17.88	506.53	0.706	1557220	-0.902	0.126	0.514	0.432	21.0	1.07	16	2	9	12.5	56.3
CA048	227203.5	3161588.6	369	369	427.7	1.41	0.35	18.1	479.52	0.708	1526500	-0.973	0.126	0.505	0.232	6.9	1.08	18	2	9	11.1	50.0
CA049	227903.5	3163688.6	369	369	477.5	1.35	0.35	17.59	553.05	0.699	1461050	-0.405	0.126	0.663	0.914	24.1	1.11	15	2	8	13.3	53.3
CA051	225203.5	3161188.6	279	279	657.7	1.38	0.33	16.93	591.36	0.697	1532540	-0.435	0.126	0.575	0.900	12.2	1.03	17	3	11	17.6	64.7
CA052	224203.5	3158688.6	238	238	771.6	1.35	0.33	16.34	569.17	0.694	1529300	-0.289	0.126	0.555	0.957	16.5	1.06	13	1	8	7.7	61.5
CA053	222403.5	3155988.6	34	34	727.5	1.48	0.33	16.46	535.91	0.732	1604340	-0.915	0.126	-0.032	0.404	16.0	1.05	6	2	5	33.3	83.3
CA054	221703.5	3155288.6	86	86	706.5	1.57	0.32	16.57	549.7	0.753	1573130	-0.848	0.126	-0.231	-0.530	6.9	1.03	4	1	2	25.0	50.0
CA055	220603.5	3155788.6	1990	333	638.2	1.5	0.3	16.75	465.45	0.771	1475230	-0.410	0.126	-0.603	-0.912	26.0	1.15	9	1	4	11.1	44.4
CX100	218203.5	3172088.6	3159	319	623.6	1.71	0.37	16.94	512.13	0.776	1496910	0.141	0.0005	-0.812	-0.990	8.0	1.02	18	1	7	5.6	38.9
CX101	218403.5	3172088.6	3159	319	645.5	1.69	0.37	16.8	527.04	0.776	1507960	0.204	0.0005	-0.795	-0.979	5.2	1.02	21	1	6	4.8	28.6
CX102	219003.5	3170288.6	1990	333	706.3	1.69	0.36	16.55	579.67	0.775	1526050	-0.007	0.126	-0.747	-1.000	6.1	1.01	30	2	9	6.7	30.0
CX103	219103.5	3169988.6	1992	307	724.2	1.66	0.36	16.46	586.18	0.776	1512690	0.244	0.126	-0.733	-0.970	6.8	1.02	30	3	9	10.0	30.0
CX104	218703.5	3168488.6	2778	303	669.2	1.87	0.37	16.74	498.27	0.769	1585950	-0.926	0.126	-0.816	-0.378	13.1	1.06	26	3	10	11.5	38.5
CX105	218403.5	3166388.6	2923	351	596.8	1.63	0.35	16.99	481.22	0.780	1482150	0.087	0.126	-0.839	-0.996	11.0	1.05	30	3	9	10.0	30.0
CX106	218403.5	3165988.6	3159	319	614.7	1.59	0.35	16.83	459.79	0.779	1405080	0.388	0.126	-0.848	-0.922	17.2	1.03	29	3	9	10.3	31.0
CX108	218903.5	3163088.6	2778	303	659.1	1.56	0.32	16.68	520.48	0.781	1399930	-0.127	0.126	-0.918	-0.992	28.7	1.22	29	4	9	13.8	31.0
CX109	219303.5	3162288.6	2207	21	717.3	1.8	0.32	16.66	488.2	0.776	1540430	-0.559	0.0005	-0.921	-0.829	21.5	1.09	19	4	8	21.1	42.1
CX110	219403.5	3161988.6	2436	216	707.2	1.58	0.31	16.42	497.66	0.780	1446420	0.045	0.0005	-0.917	-0.999	19.9	1.09	19	1	7	5.3	36.8
CX111	219503.5	3161488.6	2436	216	722.7	1.54	0.31	16.37	548.58	0.781	1445430	0.144	0.0005	-0.909	-0.990	18.4	1.05	16	3	10	18.8	62.5
CX112	219403.5	3161088.6	2778	303	708.5	1.58	0.31	16.38	490.91	0.777	1453180	-0.028	0.126	-0.907	-1.000	20.2	1.11	23	2	10	8.7	43.5
CX114	219603.5	3160088.6	1706	54	769.5	1.65	0.31	16.18	507.41	0.776	1507330	-0.244	0.126	-0.885	-0.970	19.4	1.12	18	2	8	11.1	44.4
CX116	219803.5	3159688.6	2005	204	822.5	1.63	0.3	15.87	559.32	0.774	1544230	-0.394	0.126	-0.845	-0.919	18.7	1.06	30	3	10	10.0	33.3
CX117	219603.5	3159788.6	2778	303	759	1.62	0.3	16.26	547.79	0.775	1486980	-0.203	0.126	-0.875	-0.979	21.7	1.09	43	4	12	9.3	27.9
CX118	219903.5	3158488.6	2436	216	747.4	1.64	0.3	16.25	503.45	0.773	1511780	-0.220	0.126	-0.843	-0.976	17.3	1.07	49	4	7	8.2	14.3
CX121	220203.5	3157488.6	2073	289	716.1	1.59	0.3	16.52	483.48	0.772	1490390	-0.294	0.126	-0.773	-0.956	22.6	1.15	47	7	14	14.9	29.8
CX123	220603.5	3155888.6	1992	307	654.2	1.43	0.31	16.83	498.62	0.774	1413920	-0.141	0.126	-0.610	-0.990	27.0	1.16	16	1	4	6.3	25.0
CX124	221103.5	3155688.6	428	121	747.2	1.53	0.3	16.42	521.86	0.766	1520320	-0.058	0.126	-0.466	-0.998	11.0	1.01	16	2	6	12.5	37.5
CX125	221303.5	3155888.6	1140	237	771.8	1.55	0.31	16.24	554.2	0.762	1539000	-0.286	0.126	-0.415	-0.958	12.2	1.04	24	0	4	0.0	16.7
CX126	221203.5	3156588.6	1130	204	851.5	1.57	0.31	15.64	604.97	0.757	1623720	-0.899	0.126	-0.469	-0.438	21.6	1.18	17	2	7	11.8	41.2
CX127	221503.5	3156188.6	813	225	811.1	1.49	0.3	16	576.65	0.765	1551290	-0.211	0.126	-0.353	-0.977	7.3	1.09	27	1	7	3.7	25.9
CX128	221303.5	3155588.6	356	127	779.1	1.54	0.31	16.28	520.43	0.765	1567430	-0.971	0.126	-0.395	-0.239	2.6	1.04	26	2	5	7.7	19.2
CX129	221203.5	3155388.6	216	113	734.4	1.58	0.32	16.49	495.69	0.755	1619470	-0.994	0.126	-0.411	-0.108	21.8	1.07	10	2	5	20.0	50.0
CX130	221203.5	3154588.6	127	127	632.7	1.5	0.31	16.98	450.14	0.764	1522390	-0.218	0.126	-0.344	-0.976	9.2	1.02	18	2	8	11.1	44.4
CX131	220203.5	3155688.6	1831	542	423.1	1.53	0.32	17.84	361.37	0.768	1435610	-0.225	0.126	-0.687	-0.974	21.2	1.14	12	2	7	16.7	58.3
CX132	220303.5	3155988.6	2050	341	484.1	1.45	0.31	17.48	404.87	0.772	1355220	0.124	0.126	-0.684	-0.992	24.2	1.12	27	2	7	7.4	25.9
CX133	220403.5	3155388.6	2061	372	473.6	1.54	0.32	17.65	370.57	0.764	1442390	-0.418	0.126	-0.620	-0.909	27.2	1.12	33	4	13	12.1	39.4
CX134	220703.5	3153788.6	477	211	445.4	1.5	0.32	17.76	375.05	0.762	1539860	-0.800	0.0005	-0.422	-0.600	14.8	1.14	5	2	4	40.0	80.0
CX135	220403.5	3153888.6	373	311	402.7	1.43	0.32	18.02	330.92	0.768	1344610	0.012	0.126	-0.508	-1.000	27.2	1.05	14	3	8	21.4	57.1
CX136	217303.5	3162488.6	603	603	17.7	1.76	0.38	19.95	218.31	0.791	1423880	-0.742	0.0005	-0.920	-0.670	4.1	1.01	32	2	8	6.3	25.0
CX137	217903.5	3162488.6	2555	282	159.3	1.67	0.36	19.15	251.26	0.780	1282550	-0.410	0.0005	-0.920	-0.912	39.4	1.41	26	2	13	7.7	50.0
CX138	217903.5	3162588.6	2555	282	195	1.71	0.37	19.14	266.51	0.779	1259470	-0.296	0.126	-0.920	-0.955	39.6	1.31	9	2	6	22.2	66.7
CX139	218103.5	3162688.6	4671	192	332.4	1.69	0.34	18.09	358.35	0.774	1357010	-0.405	0.126	-0.919	-0.914	31.9	1.20	7	1	4	14.3	57.1
CX140	218103.5	3162788.6	4671	192	394.1	1.69	0.34	17.96	344.86	0.774	1471400	-0.656	0.126	-0.920	-0.755	28.1	1.07	18	2	5	11.1	27.8
CX144	218903.5	3169188.6	2778	303	697.5	1.79	0.36	16.55	523.71	0.772	1539520	-0.339	0.126	-0.783	-0.941	9.5	1.03	33	2	11	6.1	33.3
CX145	216903.5	3168888.6	4143	287	411.9	1.74	0.38	17.99	365.37	0.784	1478240	0.051	0.126	-0.854	-0.999	4.3	1.00	42	3	10	7.1	23.8
CX146	216203.5	3168888.6	2183	818	322.2	1.76	0.39	18.39	327.03	0.785	1449180	0.174	0.126	-0.849	-0.985	7.2	1.04	40	2	9	5.0	22.5
CX147	215203.5	3168688.6	2956	598	247	1.92	0.42	18.89	291.62	0.784	1487480	-0.691	0.126	-0.850	-0.723	8.3	1.16	22	1	9	4.5	40.9
CX148	215003.5	3170388.6	2520	811	290.5	1.91	0.46	18.63	315.32	0.790	1511190	-0.880	0.126	-0.856	0.474	10.4	1.08	16	0	5	0.0	31.3
CX149	214903.5	3170388.6	2956	598	298.9	1.96	0.44	18.51	317.24	0.782	1526890	-0.956	0.126	-0.853	-0.292	12.1	1.06	17	1	6	5.9	35.3
CX151	214703.5	3172588.6	2520	811	310.7	1.88	0.43	18.43	313.07	0.776	1538930	-0.988	0.126	-0.742	-0.156	17.9	1.06	13	1	6	7.7	46.2
CX152	228003.5	3193488.6	507	507	123.6	1.23	0.27	19.41	467.41	0.739	1324460	0.963	1.08	0.693	0.269	26.8	1.27	20	3	12	15.0	60.0
CX153	227903.5	3193788.6	489	489	19.4	1.27	0.27	19.77	434.66	0.732	1332600	0.999	1.08	0.702	0.051	11.0	1.01	7	0	3	0.0	42.9
CX51	211903.5	3173188.6	485	485	76.3	1.82	0.47	19.62	211.76	0.790	1375750	-0.869	1.08	-0.607	0.494	39.7	1.41	26	0	4	0.0	15.4
CX53	211803.5	3173188.6	485	485	115.9	1.8	0.47	19.6	206.56	0.789	1464110	-0.999	1.08	-0.604	-0.051	33.7	1.69	14	0	5	0.0	35.7
CX54	211703.5	3173188.6	485	485	32.7	1.77	0.46	19.79	176.75	0.793	1377390	-0.772	1.08	-0.604	-0.636	34.0	1.65	11	0	2	0.0	18.2
CX55	212103.5	3173788.6	1937	704	348.1	1.87	0.43	18.24	325.74	0.774	1497000	-0.555	1.08	-0.600	-0.832	12.3	1.05	21	0	4	0.0	19.0
CX56	212303.5	3173888.6	360	350	402.1	1.78	0.45	18.25	319.68	0.772	1530760	-0.889	1.08	-0.599	-0.459	8.9	1.15	29	2	7	6.9	24.1
CX57	212403.5	3173988.6	379	358	439	1.82	0.44	18.03	344.9	0.770	1484430	-0.643	1.08	-0.592	0.766	25.8	1.30	20	3	7	15.0	35.0
CX58	212403.5	3174188.6	373	311	474.7	1.86	0.44	18.03	343.57	0.772	1532670	-0.722	1.08	-0.583	0.692	10.8	1.27	21	4	9	19.0	42.9
CX59	212503.5	3174388.6	373	311	508.5	1.75	0.44	17.6	374.88	0.766	1563360	-0.948	1.08	-0.570	0.317	24.2	1.20	23	5	11	21.7	47.8
CX60	212603.5	3174588.6	379	358	554.2	1.65	0.45	17.69	360.08	0.770	1383080	-0.442	1.08	-0.550	0.897	35.9	1.62	30	3	15	10.0	50.0
CX61	212703.5	3174588.6	373	311	427.4	1.73	0.45	18	314.55	0.769	1248100	-0.394	1.08	-0.540	0.919	44.1	1.25	31	4	11	12.9	35.5
